LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:99cda9,"Перед тобой я беззащитен;\nПрости, за всё меня прости!",So he buried his trade,,Original,TMap2
line:970b49,"Что заработал, то зарыто —\nВсё на краю его тени.",At the end of its shade,,Original,TMap2
line:6a17f8,,To keep safe for the lightkeeper's daughter,,Original,TMap2
line:185fed,это я уже нашла,i think i've already found this one!,,Player,TMap2
line:96a1ad,и туристический центр отсюда\nтакой маленький!,the visitor center is\nso tiny from here!,The dog gives a map to the player.,Original,GetMapFromHiker
line:88b430,хе,heh,,Original,GetMapFromHiker
line:8a6425,"о, кстати!","oh, that reminds me!",,Original,GetMapFromHiker
line:3999a2,возьми её,take this,,Original,GetMapFromHiker
line:22f5dc,"судя по всему, на пляже Сид\nзарыто какое-то сокровище",apparently there's some sort of\ntreasure buried at Sid Beach,,Original,GetMapFromHiker
line:289fee,"я ничего не нашёл, но\nможет у тебя получится!","i couldn't find anything, maybe\nyou'll have better luck!",,Original,GetMapFromHiker
line:6df84f,ну что,so,If the player talks to Shell Kid after rejecting their inital offer.,Original,OtherKid2
line:8b23e4,пересмотрела свои взгляды\nи ПРИПОЛЗЛА обратно?,have you come CRAWLING\nback to reconsider?,,Original,OtherKid2
line:acd876,как идёт доставка?,how's the delivery going?,If the player talks to Shell Kid after accepting their offer.,Original,OtherKid2
line:8bab11,я работаю над этим,i'm working on it,,Player,OtherKid2
line:fe4551,явно не слишком упорно,not hard enough apparently,,Original,OtherKid2
line:b52bf2,,so my sources say,If the player talks to Shell Kid after accepting finishing their job.,Original,OtherKid2
line:d985f3,"итак, мои источники сообщают,\nчто ты доставила заказ",you've delivered the goods,,Original,OtherKid2
line:6b9dca,твои источники не врут,your sources are correct,,Player,OtherKid2
line:d4254f,...,...,,Player,OtherKid2
line:241579,так что насчёт оплаты,so what about that pay,,Player,OtherKid2
line:87b222,ладно ладно,ok ok,,Original,OtherKid2
line:ea3c5c,на,here ya go,Shell Kid gives the player 10 shells back.,Original,OtherKid2
line:cee2d4,...,...,,Player,OtherKid2
line:8b081d,наслаждайся своими ракушками,enjoy your shells,,Original,OtherKid2
line:e00588,чем ты теперь занимаешься?,so what's your deal,If the player talks to them again after finishing the job.,Player,OtherKid2
line:24a68b,я занимаюсь ракушками,i deal in shells,,Original,OtherKid2
line:602c59,хм,hmm,,Player,OtherKid2
line:23b2bf,"эй, девчонка",hey kid,,Original,ToughBirdStart
line:90ce75,не хочешь купить пару\nзолотых перьев?,you wanna buy some golden feathers?,,Original,ToughBirdStart
line:76bd02,да давай,yeah ok,Dialogue choice.,Player,ToughBirdStart
line:f3133d,да мне и так нормально,nah i'm ok,Dialogue choice.,Player,ToughBirdStart
line:db76a0,"хех, круто","heh, cool",If player agrees.,Original,ToughBirdStart
line:f4eec9,одно перо стоит 100 монет,it'll be 100 coins per feather,,Original,ToughBirdStart
line:fea20f,...но,..but,,Player,ToughBirdStart
line:8be3b9,"это ведь в два раза дороже,\nчем в центре для туристов!",that's more than twice as\nmuch as the visitor center!,,Player,ToughBirdStart
line:b6d16a,вот у них тогда и покупай,go buy feathers from them then,,Original,ToughBirdStart
line:cb8a78,но,but,Only if the player has bought all the feathers from the visitor center.,Player,ToughBirdStart
line:71146a,у них всё кончилось!,they're all sold out!,,Player,ToughBirdStart
line:215221,хех,heh,,Original,ToughBirdStart
line:b10f86,не повезло тебе,i guess you're out of luck,,Original,ToughBirdStart
line:498089,...,...,Jump to ToughBirdSell.,Original,ToughBirdStart
line:32649d,а может и куплю!,maybe i will!,Only if the player hasn't bought all the feathers from the visitor center.,Player,ToughBirdStart
line:78d68c,...,...,Jump to ToughBirdSell.,Original,ToughBirdStart
line:e79884,как пожелаешь,"whatever, suit yourself",If the player declines.,Original,ToughBirdStart
line:5303e7,привет,hey,If the player talks to Tough Bird after befriending them.,Original,ToughBirdSell
line:4e66f4,в чём дело?,what's up?,,Original,ToughBirdSell
line:6a5ae2,можно купить перо?,can i buy a feather?,Dialogue choice.,Player,ToughBirdSell
line:92eaee,до скорого,see ya,Dialogue choice.,Player,ToughBirdSell
line:eaeb24,вот же... ты купила все мои перья,"dang, you bought all my feathers...","If player talks to them after having bought all their feathers, and they aren't friends.",Original,ToughBirdSell
line:2ff1f5,что ты задумал?,what's your deal?,Dialogue choice.,Player,ToughBirdSell
line:c094ee,до скорого,see ya,Dialogue choice.,Player,ToughBirdSell
line:f01405,дать тебе деньги на обучение?,do you want money for tuition?,Dialogue choice.,Player,ToughBirdSell
line:053d25,до скорого,see ya,Dialogue choice.,Player,ToughBirdSell
line:d9dd5e,есть что новое?,what's up?,Dialogue choice.,Player,ToughBirdSell
line:1bff1a,до скорого,see ya,Dialogue choice.,Player,ToughBirdSell
line:af914d,...так ты будешь брать\nперья или нет?,...so you gonna buy\nmy feathers or what?,,Original,ToughBirdSell
line:c82875,ладно,fine,Dialogue choice.,Player,ToughBirdSell
line:df0fda,нет!,nope!,Dialogue choice.,Player,ToughBirdSell
line:385a65,что ты задумал?,what's your deal?,Dialogue choice.,Player,ToughBirdSell
line:71fb21,дать тебе деньги на обучение?,do you want money for tuition?,Dialogue choice.,Player,ToughBirdSell
line:2887d6,есть что новое?,what's up?,Dialogue choice.,Player,ToughBirdSell
line:66b166,хех,heh,,Original,ToughBirdBuyFeather
line:a8cb2d,"хорошо, тогда плати","alrighty then, pay up",,Original,ToughBirdBuyFeather
line:ac38da,"увидимся, когда-нибудь",smell ya later,,Original,ToughBirdBuyFeather
line:358cb1,эм,um,,Original,ToughBirdBuyFeather
line:9281af,у тебя даже нет 100 монет,you don't even have 100 coins,If the player doesn't have enough money to buy a feather.,Original,ToughBirdBuyFeather
line:96351a,...,...,,Player,ToughBirdBuyFeather
line:ae3666,и я не буду снижать цены,i'm not gonna lower my prices,,Original,ToughBirdBuyFeather
line:ffc758,ты платишь за сервис!,i provide a service!,,Original,ToughBirdBuyFeather
line:4773e7,{{Time}},it's {{Time}},If the player checks the watch object in their inventory.,Original,CheckWatch
line:e9a17a,тут написано...,it says...,"If the player reads the treasure map ""The Kings Throne."" This poem rhymes and describes a treasure in the area Royal Ridge that is on top of a bike rock that looks like a throne.",Original,TMap3
line:687188,К югу от каменной башни\nЗа мостиком на реке,South of the stone tower\nAcross the river bridge,,Original,TMap3
line:4a4ba8,"Кресло стоит, обрушаясь\nНа Королевском хребте",A lonely seat sits crumbling\nUpon the Royal Ridge,,Original,TMap3
line:2315c9,это я уже нашла!,i think i've already found this one!,,Player,TMap3
line:da94ef,тут написано...,it says...,If the player reads a treasure map for Sid Beach. This rhymes.,Original,TMap4
line:554d84,Я спрятал клад — не разглядишь\nПесок его таит,I hid my treasure from the world\nBut never far from reach,,Original,TMap4
line:7165cf,"Он весь во мху, камней среди\nЛежит на пляже Сид",It rests between the mossy stones\nThat lie upon Sid Beach,,Original,TMap4
line:e74a50,этот клад я уже нашла!,i think i've already found this one!,,Player,TMap4
line:380436,медлить опасно!,it's dangerous to go slow!,A random jogging rabbit will say this if you talk to them.,Original,RunRabbitStart
line:919e94,поэтому,that's why,,Original,RunRabbitStart
line:ba4ba9,я бегу,i go fast,,Original,RunRabbitStart
line:cd416b,вот мы и встретились!,hey it's you again!,This is the same character from FoxStart.,Original,IceHikerStart
line:38c79a,привет!,hey!,"If the player hasn't met them before, this is said.",Original,IceHikerStart
line:60dc80,мы почти на вершине...,we're almost at the top...,,Original,IceHikerStart
line:b62814,но,but,,Original,IceHikerStart
line:02ff37,"кажется, мост обрушился?",it looks like the\nbridge collapsed?,,Original,IceHikerStart
line:d6397b,...,...,,Original,IceHikerStart
line:1b116a,должен быть <color=red>другой путь</color> наверх...,there might be <color=red>another way</color> up...,,Original,IceHikerStart
line:e2a2f5,а может,or,,Original,IceHikerStart
line:dc526c,легче будет просто найти\nпобольше золотых перьев?,i could just go collect\nmore golden feathers?,,Original,IceHikerStart
line:eea8f5,блин,dang,If the player talks to them again.,Original,IceHikerStart
line:ec7a9d,я так хотела там пофоткать...,i really wanted to get\na photo from the top,,Original,IceHikerStart
line:38ba05,"даже не знаю, что теперь делать",i'm not sure what\ni'll do now,,Original,IceHikerStart
line:af56ff,...,...,,Original,IceHikerStart
line:8887af,я слышала,i heard,,Original,IceHikerStart
line:e2cf23,"раньше была дорога, которая\nшла по тёмной части горы",there used to be a route\nthat went along the dark\nside of the mountain,,Original,IceHikerStart
line:899970,но,but,,Original,IceHikerStart
line:cc9db2,её давно закрыли,they closed it a long time ago,,Original,IceHikerStart
line:b20bd2,"интересно, по ней\nещё можно пройти?",i wonder if it's still usable?,,Original,IceHikerStart
line:c08238,"если отыщешь путь наверх,",if you manage to find a way up,If the player talks to them again.,Original,IceHikerStart
line:b831d9,"покажи мне тоже, пожалуйста",can you let me know?,,Original,IceHikerStart
line:bc247c,конечно!,sure!,,Player,IceHikerStart
line:932396,я вернусь за тобой,i'll come back for you,,Player,IceHikerStart
line:a3773d,сегодня на озере Метеоров\nбудет марафон!,there's gonna be a marathon\nrace at Meteor Lake today!,This is a random dog hiker in the beginning area of the game.,Original,BeachHikerStart
line:46507b,конкуренция в этом году серьёзная!,the competition this year is fierce!,,Original,BeachHikerStart
line:582366,мой племянник тоже участвует,my nephew is running in the marathon,If the player talks to them again.,Original,BeachHikerStart
line:a5c85c,он тренировался всё утро,he's been out training all morning,,Original,BeachHikerStart
line:e2275b,"если увидишь его,","if you see him out there,",,Original,BeachHikerStart
line:ff486e,"проверь, что он делает перерывы!",make sure he's taking breaks!,,Original,BeachHikerStart
line:c6b196,"и скажи ещё, чтобы\nпил больше воды!",also make sure he's\ndrinking lots of water!,If the player talks to them again.,Original,BeachHikerStart
line:3e2b7d,а то будет обезвоживание!,never overlook hydration!,,Original,BeachHikerStart
line:e0de25,тут ходят кое-какие слухи,i've heard some rumors,This is a crocodile character walking along the beach.,Original,LowerHikerStart
line:a70ba4,ты любишь слухи?,do you like rumors?,,Original,LowerHikerStart
line:a6bbd0,балуюсь иногда,i dabble,,Player,LowerHikerStart
line:b7af78,"окей, слушай",ok hear me out,,Original,LowerHikerStart
line:5b466b,джим недавно купил\nметаллоискатель,jim just bought a metal detector,,Original,LowerHikerStart
line:2de9cb,вчера он носился кругами,he was running around yesterday,,Original,LowerHikerStart
line:47eead,искал на острове всякие вещицы,looking for stuff around the island,,Original,LowerHikerStart
line:f610c5,это было безумие!,it was going nutso!,,Original,LowerHikerStart
line:328d7a,"выглядело так, будто по всему\nострову что-то зарыто!",seems like there's stuff\nburied all over the island?!,,Original,LowerHikerStart
line:bc4834,а что именно?,what kind of stuff?,,Player,LowerHikerStart
line:7b23af,без понятия,i dunno,,Original,LowerHikerStart
line:cb9371,что-то металлическое?,metal stuff?,,Original,LowerHikerStart
line:2374ec,у джима даже нет <color=red>лопаты</color>,jim doesn't actually own <color=red>a shovel</color>,If the player talks to them again.,Original,LowerHikerStart
line:58caf1,так что...,so...,,Original,LowerHikerStart
line:fd26dc,он не смог ничего выкопать,he wasn't able to dig any of it up,,Original,LowerHikerStart
line:2fb782,итак ты хочешь узнать ещё слух,ok so you wanna hear another rumor,If the player talks to them again.,Original,LowerHikerStart
line:9af4a9,"конечно, почему нет",sure why not,,Player,LowerHikerStart
line:9a8e19,дебора недавно была на\nсмотровой площадке,so deborah was up at\nOutlook Point the other day,,Original,LowerHikerStart
line:f7c5cc,она посмотрела в бинокль,"she said, that when she\nlooked through the binoculars",,Original,LowerHikerStart
line:cbb413,и увидела...,she could see a...,,Original,LowerHikerStart
line:a4c81c,ТАИНСТВЕННЫЙ ОСТРОВ,MYSTERIOUS ISLAND,,Original,LowerHikerStart
line:353e7d,как таинственно!!,how mysterious!!,,Player,LowerHikerStart
line:7781fd,так ты хочешь ещё слух?,so you want to hear another rumor?,If the player talks to them again.,Original,LowerHikerStart
line:d96cbb,хочу,alright,,Player,LowerHikerStart
line:fe272d,ну я больше не знаю,well i'm all out,,Original,LowerHikerStart
line:3a1dd5,ничего,that's ok,,Player,LowerHikerStart
line:95505d,оо да,aww heck,This is a small frog character building sandcastles on the beach. This dialogue runs if they have been given the shovel.,Original,FrogMiniStart
line:1a8c04,"с такой лопатой я буду\nстроить, как экскаватор",my productivity is\ngonna skyrocket with\na shovel like this,,Original,FrogMiniStart
line:5e04ad,я найду тебя попозже,"i'll catch ya later,",,Original,FrogMiniStart
line:5d36db,намечается много работы,i've got a lot\nof work to do,,Original,FrogMiniStart
line:f4121f,"привет, посмотри какую лопату я нашла",hey check out this\nshovel i found,This dialogue runs if the player has a shovel to give them.,Player,FrogMiniStart
line:1bc8fc,"по-моему, она лучше тебе подходит",it might be a little more your size,Jump to FrogTrade.,Player,FrogMiniStart
line:1bf15e,привет чувак,hey dude,,Player,FrogMiniStart
line:9e26ee,чё как?,what's happening,,Player,FrogMiniStart
line:0dcad0,да знаешь!,"oh, you know!",,Original,FrogMiniStart
line:456ef9,просто балдею на пляже,just jammin' out on the beach,,Original,FrogMiniStart
line:91fe35,строю замки из песка\nи что только не строю,building sandcastles\nand what not,,Original,FrogMiniStart
line:f7a787,хорошо проводишь время,sounds like a good time,,Player,FrogMiniStart
line:2d4144,это точно,you know it,,Original,FrogMiniStart
line:b4e558,можно одолжить твою лопату?,can i borrow your shovel?,Dialogue choice.,Player,FrogMiniStart
line:41aac2,пока,see ya later,Dialogue choice.,Player,FrogMiniStart
line:d68cec,прости чувиха,sorry bud,,Original,FrogMiniStart
line:7f7e58,она мне нужна строить замки,i need it for sandcastle construction,,Original,FrogMiniStart
line:043a03,а она не слишком большая?,isn't it a little big for that?,,Player,FrogMiniStart
line:3d0e29,да но,yeah but,,Original,FrogMiniStart
line:f0910a,лопаты все такие,that's just how shovels are,,Original,FrogMiniStart
line:6faeaa,ты б мог взять лопату поменьше,you can get smaller ones,,Player,FrogMiniStart
line:4aac4b,как раз для песочных замков,ones made for sandcastles,,Player,FrogMiniStart
line:49299e,чёёё?,whaat?,,Original,FrogMiniStart
line:286be3,так не бывает,sounds fake,,Original,FrogMiniStart
line:0ad3b3,у меня есть такая!,i've got one on me!,If the player has a shovel during this dialogue.,Player,FrogMiniStart
line:479942,"вот, смотри","here, take a look at this",Jump to FrogTrade.,Player,FrogMiniStart
line:0782a1,но если ты покажешь мне такую,but if you can show me one,If the player doesn't have a shovel during this dialogue.,Original,FrogMiniStart
line:fafd82,буду рад поменяться,i'd be glad to trade,,Original,FrogMiniStart
line:996361,если найдёшь мне лопату поудобней,if you can find me\na better suited shovel,If the player asks to borrow their shovel again without one.,Original,FrogMiniStart
line:ab9fa7,я с радостью,i'd be totes down to trade,,Original,FrogMiniStart
line:2f89a6,не скучай!,keep it fresh!,When the player says goodbye to the Frog.,Original,FrogMiniStart
line:cd4f15,мой песочный замок теперь\nчасть песочного города!,my sandcastle is now\npart of a sandcity!,If you talk to the Frog after they have built more sandcastles.,Original,FrogElections
line:b9884b,и кстати,and also,,Original,FrogElections
line:212896,я участвую в выборах на пост\nмэра. тут ЖАРКАЯ борьба!,i'm running in a HOTLY\ncontested election for mayor,,Original,FrogElections
line:98996e,"ой, подожди...",oh hold on...,,Original,FrogElections
line:2d62a8,пришли результаты!,the election results\nare JUST coming in!,,Original,FrogElections
line:980c18,!!,!!,,Player,FrogElections
line:d5569e,"так, ладно",okay okay,,Original,FrogElections
line:c83615,сейчас посчитаю,im tallying them up,,Original,FrogElections
line:5f5ab3,...,...,,Original,FrogElections
line:afa212,ТРЕТЬЕ МЕСТО?!,THIRD PLACE!?,,Original,FrogElections
line:854dfd,да как тааак!,whaaat!,,Original,FrogElections
line:4b0021,я построил этот город!,i built this city!,,Original,FrogElections
line:b7b7e3,"жалко, что ты проиграл",sorry about the loss,If you talk to the frog again after the third place.,Player,FrogElections
line:9db94d,это была тяжёлая гонка,it was a tough race,,Original,FrogElections
line:a34d21,но всё нормально,but it's ok,,Original,FrogElections
line:6d4cd5,я добился места\nв городском совете,i managed to secure a seat\non the city council,,Original,FrogElections
line:42e074,хм,hmm,"The rabbit headband character, if you talk to her wearing the headband she's looking for.",Original,RaceRabbitStart
line:8a0950,эм...,uh,,Original,RaceRabbitStart
line:ce3b30,да?,yeah?,,Player,RaceRabbitStart
line:b5c025,эта повязка...,that headband you're wearing,,Original,RaceRabbitStart
line:7347fa,ой!,oh uh!,,Player,RaceRabbitStart
line:9c5e91,точно,right,,Player,RaceRabbitStart
line:0d9622,"вот, я нашла это","here, i found this",Jump to GiveRabbitHeadband.,Player,RaceRabbitStart
line:ca6f2a,ты ещё не нашла\nмою повязку?,any luck finding\nmy headband yet?,"If you talk to her after getting the headband, but not wearing it.",Player,RaceRabbitStart
line:4aa411,ну,well,,Player,RaceRabbitStart
line:d16266,я нашла это...,i found this...,Jump to GiveRabbitHeadband.,Player,RaceRabbitStart
line:3598c9,эх...,uh..,When talking to the rabbit character for the first time.,Original,RaceRabbitStart
line:526327,как же быть!..,hmm!,,Original,RaceRabbitStart
line:ac78dd,привет!,hi!,,Player,RaceRabbitStart
line:14465a,ЗДРАААВСТВУЙ!!!,HII!!!,,Original,RaceRabbitStart
line:20f3db,"эм, у тебя всё хорошо?","uh, are you ok?",,Player,RaceRabbitStart
line:04c38d,эм-м...,uhh!,,Original,RaceRabbitStart
line:622b29,не особо,not really...,,Original,RaceRabbitStart
line:15e552,марафон уже сегодня,i'm supposed to run\na marathon race today,,Original,RaceRabbitStart
line:c4af1f,а я потеряла свою\nсчастливую повязку!!,but i've lost my lucky\nheadband!!,,Original,RaceRabbitStart
line:3e1f3c,я надевала её на КАЖДЫЙ свой забег!,i've worn it to EVERY\nrace i've ever run!,,Original,RaceRabbitStart
line:0c18ad,я...,i...,,Original,RaceRabbitStart
line:1c4bea,я же не смогу без неё,i don't know if i could\nrace without it,,Original,RaceRabbitStart
line:14481a,где ты её потеряла?,where'd you lose it?,,Player,RaceRabbitStart
line:3e80d4,где-то в Тёмном лесу,somewhere in Blackwood Forest,,Original,RaceRabbitStart
line:aa27b9,...,...,,Original,RaceRabbitStart
line:3c03ee,скорее всего...,i think...,,Original,RaceRabbitStart
line:ddb376,давай поищу?,i could take a look for you,,Player,RaceRabbitStart
line:40eef8,правда?!,really!?,,Original,RaceRabbitStart
line:ea60ac,ты сделаешь это ради меня?,you'd do that for me?,,Original,RaceRabbitStart
line:ffac2a,конечно!,sure!,,Player,RaceRabbitStart
line:9171bb,!!,!!,,Original,RaceRabbitStart
line:8ab296,она <color=red>красного цвета</color>,it's a <color=red>red headband</color>,,Original,RaceRabbitStart
line:678691,...и у меня есть вознаграждение!,...i can give you a reward!,,Original,RaceRabbitStart
line:da4c6c,новая <color=red>пара кроссовок</color>,i could give you a\n<color=red>pair of running shoes</color>,,Original,RaceRabbitStart
line:c4a22d,а тебе самой они не нужны?,don't you need those yourself?,,Player,RaceRabbitStart
line:70f431,знаешь,well,,Original,RaceRabbitStart
line:cb2831,меня проспонсировал\nпроизводитель обуви,i just got sponsored\nby this shoe company,,Original,RaceRabbitStart
line:f5df81,теперь у меня 10 пар кроссовок,they gave me like 10 pairs,,Original,RaceRabbitStart
line:bc41ac,ого!,woah!,,Player,RaceRabbitStart
line:30f083,поздравляю,congrats,,Player,RaceRabbitStart
line:abf228,,oh!!,,Original,RaceRabbitStart
line:56b96b,"о, ха-ха... спасибо",haha... thanks,,Original,RaceRabbitStart
line:4df55c,но,but uhh,,Original,RaceRabbitStart
line:5c0042,"скажи, если увидишь\n<color=red>красную повязку!</color>",let me know if you see\na <color=red>red headband!</color>,,Original,RaceRabbitStart
line:62734e,я отдала ей повязку,i gave it to her,"The turtle who gives you the headband, if you talk to them after giving the headband to the rabbit.",Player,RaceTurtleStart
line:82f377,она снова в игре?,so she's back in the race?,,Original,RaceTurtleStart
line:1bbd37,да!,yes!,,Player,RaceTurtleStart
line:4b1458,отлично,awesome,,Original,RaceTurtleStart
line:8eae37,"приятно, что мы смогли помочь!",i'm glad i could help!,,Original,RaceTurtleStart
line:808a70,но она всё же вернула повязку,"she returned the\nheadband, though","If the rabbit decided she didn't need the headband, this will run.",Player,RaceTurtleStart
line:e8d4f8,она выглядела вдохновлённой,she seemed inspired,,Player,RaceTurtleStart
line:a1d290,"по-моему, она хочет\nвыиграть без всякой удачи",i think she wants to\ntry and win luck-free,,Player,RaceTurtleStart
line:d90a2d,да ей и не нужна удача!,i don't think she needs it!,,Original,RaceTurtleStart
line:652de5,но знаешь что,but you know what,,Original,RaceTurtleStart
line:613427,почему бы тебе не оставить повязку,why don't you keep the headband,,Original,RaceTurtleStart
line:26948a,тогда мы будем на равных!,that way we'll be equal!,,Original,RaceTurtleStart
line:75c136,оу,uh,,Player,RaceTurtleStart
line:8fba5b,"ты правда думаешь,\nчто это важно?",do you really think it matters?,,Player,RaceTurtleStart
line:0b986b,ну...,well...,,Original,RaceTurtleStart
line:37440b,возможно нет,probably not,,Original,RaceTurtleStart
line:beab1b,но,but,,Original,RaceTurtleStart
line:cca72a,возьми на всякий случай,just to be safe,,Original,RaceTurtleStart
line:e00e7e,"расскажи потом, что получилось!",let me know how it goes!,If the turtle has given the player the headband but they haven't delivered it.,Original,RaceTurtleStart
line:4af7e6,"ой, а...",oh uh...,If the player talks to the turtle after starting the headband quest.,Player,RaceTurtleStart
line:3ff0aa,"странный вопрос, но","weird question, but",,Player,RaceTurtleStart
line:aae633,откуда у тебя эта повязка?,where'd you get that headband?,,Player,RaceTurtleStart
line:eadc96,э-э...,uh...,,Original,RaceTurtleStart
line:d22c70,не знаю,i don't know,,Original,RaceTurtleStart
line:4fa42d,она у меня уже давно,i've had it for ages,,Original,RaceTurtleStart
line:afffa9,а почему ты спрашиваешь?,why?,,Original,RaceTurtleStart
line:399b5c,"ой, точно",ah well,,Player,RaceTurtleStart
line:6c4ba7,я только что говорила с крольчихой,i was just talking to this rabbit,,Player,RaceTurtleStart
line:59a3a6,она потеряла повязку где-то в лесу,she said she lost her headband\nsomewhere in the forest,,Player,RaceTurtleStart
line:93be9c,а-а! ты про Сью?,oh! you mean Sue?,,Original,RaceTurtleStart
line:922d13,наверное?,maybe?,,Player,RaceTurtleStart
line:b55f42,она не представилась,i didn't get her name,,Player,RaceTurtleStart
line:ce568d,но она очень волновалась,she was really worried\nabout it though,,Player,RaceTurtleStart
line:b847d8,это была счастливая повязка. она\nбоится без неё бежать марафон,she said it was lucky and\nshe needs it to race,,Player,RaceTurtleStart
line:dc0d86,а я ведь тоже сегодня участвую!,i'm supposed to race\nher later today!,,Original,RaceTurtleStart
line:273442,Сью такая талантливая!\nувидеть бы её в деле,"she's so talented, i've been\nreally looking forward to it!",,Original,RaceTurtleStart
line:2046b6,хм,hmm,,Original,RaceTurtleStart
line:929f1d,что если я отдам свою повязку?,what if i gave you mine?,,Original,RaceTurtleStart
line:b240c1,наверняка они одинаковые,i'm pretty sure it's the same kind,,Original,RaceTurtleStart
line:69d63c,"может, она не заметит?",maybe she wouldn't notice?,,Original,RaceTurtleStart
line:16d732,"о, ну...","oh, hmm...",,Player,RaceTurtleStart
line:ef9f2b,,but,,Player,RaceTurtleStart
line:b1a869,разве тогда повязка не перестанет\nбыть счастливой?,then it wouldn't be lucky?,,Player,RaceTurtleStart
line:0258ab,"ну, я не знаю","ah, i dunno",,Original,RaceTurtleStart
line:791844,просто отдай ей,just take it,,Original,RaceTurtleStart
line:9e0da2,"посмотрим, что она решит",see if she wants it,,Original,RaceTurtleStart
line:fb32fb,что делаешь?,what's up?,If the player talks to the turtle before the headband quest.,Player,RaceTurtleStart
line:3b6dd5,просто пробежка,i'm just jogging,,Original,RaceTurtleStart
line:ea4716,разминаюсь перед сегодняшним\nсоревнованием,warming up for a race later today,,Original,RaceTurtleStart
line:84fda1,я немного волнуюсь,i'm a little nervous,,Original,RaceTurtleStart
line:724568,там будет много опытных спортсменов!,there's gonna be a lot of\nskilled runners there!,,Original,RaceTurtleStart
line:df4afe,надо держать скорость!,gotta go speedy!,If the player talks to the turtle again.,Original,RaceTurtleStart
line:76aaed,только я и моя <color=red>красная повязка!</color>,just me and my <color=red>red headband!</color>,,Original,RaceTurtleStart
line:02fd75,"<sprite name=""LeftArrow"" tint=1> Обратно на остров Ястреба","<sprite name=""LeftArrow"" tint=1> Back To Hawk Peak Island",,Original,ToMainIslandStart
line:1c0f97,вау,woah,If the player talks to the frog after they've expanded their sandcastle city EVEN MORE.,Player,FrogProvincialElections
line:b78d1a,"город растёт, правда?",the city has really\nbeen growing huh?,,Player,FrogProvincialElections
line:9816e0,"о-о, это больше не песочный город",oh this isn't a sand city any more,,Original,FrogProvincialElections
line:4990c7,это песочная область!,this is a sand province!,,Original,FrogProvincialElections
line:fb702b,и в этот раз,this time,,Original,FrogProvincialElections
line:deae8d,я баллотируюсь на пост премьера!,i'm running for premier\nin the provincial elections!,,Original,FrogProvincialElections
line:46ef13,"да, меня так и не избрали мэром","sure, i wasn't elected as mayor",,Original,FrogProvincialElections
line:7c8950,но в этот раз,but this time,,Original,FrogProvincialElections
line:482eea,я серьёзно вложился в продвижение,i'm really doubling\ndown on outreach,,Original,FrogProvincialElections
line:454b91,"новая политика, как мне кажется, найдёт\nподдержку в ключевых регионах",and i'm promoting policies\ni really think will resonate\nwith my key districts,,Original,FrogProvincialElections
line:d300d2,как только меня изберут,once i'm elected,,Original,FrogProvincialElections
line:abd4e5,я воспользуюсь своим положением,i'll be able to use\nmy provincial influence,,Original,FrogProvincialElections
line:583dfc,и установлю контроль над\nэтим несговорчивым\nгородом! наконец-то!,to finally exert control over\nthe city that shunned me!,,Original,FrogProvincialElections
line:bd795e,МУАХАХАХАХАА!,AHAHAHAHAA!,,Original,FrogProvincialElections
line:b3acd5,...,...,,Player,FrogProvincialElections
line:e46429,вау,woah,,Player,FrogProvincialElections
line:16fd54,первый же закон,and the first legislation i'll pass,,Original,FrogProvincialElections
line:2c0bfd,защита интересов моей партии в парламенте,will exist to consolidate\nmy allies in parliament,,Original,FrogProvincialElections
line:1a6669,второй закон,the second legislation,,Original,FrogProvincialElections
line:763841,БЕСПЛАТНЫЕ КОНФЕТЫ ДЛЯ ВСЕХ!!,FREE CANDY FOR ALL!!,,Original,FrogProvincialElections
line:3420b4,АХАХАХАХ!!,AHAHAHAH!!,,Original,FrogProvincialElections
line:50517f,ну что,so...,If the player talks to the frog again.,Player,FrogProvincialElections
line:f93dca,как продвигается кампания?,how's the campaigning going?,,Player,FrogProvincialElections
line:e883ea,ужасно хорошо!!,super good!!,,Original,FrogProvincialElections
line:59142c,"так ты правда думаешь,\nчто она счастливая?",so do you really think it's luck?,If the player talks to the rabbit after delivering the headband to her.,Player,RabbitWithHeadband
line:b1968a,ну,well,,Original,RabbitWithHeadband
line:b4ccae,не знаю,i don't know,,Original,RabbitWithHeadband
line:fe2d86,я зашла так далеко,i've gotten this far,,Original,RabbitWithHeadband
line:820490,и,and,,Original,RabbitWithHeadband
line:d4a604,кажется,it's just me,,Original,RabbitWithHeadband
line:217933,как будто...,like...,,Original,RabbitWithHeadband
line:b2e215,...она обязана быть счастливой,...it's got to be luck,,Original,RabbitWithHeadband
line:3eb454,ну может немного,well maybe a little,,Player,RabbitWithHeadband
line:cb5918,но,but,,Player,RabbitWithHeadband
line:9c3840,ты же такая быстрая!,you're so fast!,,Player,RabbitWithHeadband
line:24806b,и так много тренировалась!,and you've trained so much!,,Player,RabbitWithHeadband
line:8f1d61,"ты зашла далеко, потому\nчто ты МОЛОДЕЦ!",you got this far\ncuz you're GOOD!,,Player,RabbitWithHeadband
line:d6b5ef,оу,aw,,Original,RabbitWithHeadband
line:972ef1,...,...,,Original,RabbitWithHeadband
line:d39233,...да,...yeah,,Original,RabbitWithHeadband
line:22e728,я знаю,i know,,Original,RabbitWithHeadband
line:9a4de1,"и всегда знала, наверно",i think i've known all along,,Original,RabbitWithHeadband
